,Name,Handedness,Height,Weight,Batting Average (Hits/at bat),HR,BMI,State,Ave
606,Willie Upshaw,Left Handed,72,185,0.262,123,25.1429725642841,Overweight,0.20~0.30
607,Dick Green,Right Handed,70,180,0.24,80,25.881313358174,Overweight,0.20~0.30
608,Dane Iorg,Left Handed,72,180,0.276,14,24.4634327652494,Normal,0.20~0.30
609,Richie Hebner,Left Handed,73,195,0.276,203,25.7809417169526,Overweight,0.20~0.30
610,Fran Healy,Right Handed,77,220,0.25,20,26.1427407658323,Overweight,0.20~0.30
611,Doc Edwards,Right Handed,74,215,0.238,15,27.6620846753879,Overweight,0.20~0.30
612,Sandy Alomar,Both Handed,69,140,0.245,13,20.7176141376781,Normal,0.20~0.30
613,Joe Strain,Right Handed,70,169,0.25,1,24.2996775418412,Normal,0.20~0.30
614,Gene Richards,Left Handed,72,175,0.29,26,23.7838929662147,Normal,0.20~0.30
615,Buddy Bell,Right Handed,73,180,0.279,201,23.7977923541101,Normal,0.20~0.30
616,Al Woods,Left Handed,75,190,0.271,35,23.7980273940346,Normal,0.20~0.30
617,Rudy Law,Left Handed,73,165,0.271,18,21.8146429912676,Normal,0.20~0.30
618,Joel Davis,Left Handed,77,205,0,0,24.360281168162,Normal,0.20~0.30
619,Jody Davis,Right Handed,76,192,0.245,127,23.4198403425767,Normal,0.20~0.30
620,Mike Edwards,Right Handed,70,154,0.25,2,22.14290142866,Normal,0.20~0.30
621,Bill Mooneyham,Right Handed,72,175,0,0,23.7838929662147,Normal,0.20~0.30
622,John Hobbs,Right Handed,75,190,0,0,23.7980273940346,Normal,0.20~0.30
623,Deron Johnson,Right Handed,74,200,0.244,245,25.7321717910585,Overweight,0.20~0.30
624,John Denny,Right Handed,75,185,0.17,0,23.1717635152442,Normal,0.20~0.30
625,Don Wert,Right Handed,70,162,0.242,77,23.2931820223566,Normal,0.20~0.30
626,Mike Fiore,Left Handed,72,175,0.227,13,23.7838929662147,Normal,0.20~0.30
627,Miguel Dilone,Both Handed,72,160,0.265,6,21.7452735691105,Normal,0.20~0.30
628,Greg Luzinski,Right Handed,73,220,0.276,307,29.0861906550234,Overweight,0.20~0.30
629,Bobby Tolan,Left Handed,71,170,0.265,86,23.7597633046342,Normal,0.20~0.30
630,Karl Best,Right Handed,76,190,0,0,23.1758836723415,Normal,0.20~0.30
631,Steve Barr,Left Handed,76,200,0,0,24.3956670235174,Normal,0.20~0.30
632,Ron Woods,Right Handed,70,168,0.233,26,24.1558924676291,Normal,0.20~0.30
633,Tony Horton,Right Handed,75,210,0.268,76,26.3030829091961,Overweight,0.20~0.30
634,Randy Hundley,Right Handed,71,170,0.236,82,23.7597633046342,Normal,0.20~0.30
635,Jose Tartabull,Left Handed,71,165,0.261,2,23.0609467368508,Normal,0.20~0.30
636,Ben Oglivie,Left Handed,74,160,0.273,235,20.5857374328468,Normal,0.20~0.30
637,Luis Sanchez,Right Handed,74,170,0,0,21.8723460223997,Normal,0.20~0.30
638,Bob Johnson,Right Handed,70,175,0.272,44,25.1623879871136,Overweight,0.20~0.30
639,Don Buford,Both Handed,67,160,0.264,93,25.1119398935774,Overweight,0.20~0.30
640,Duane Kuiper,Left Handed,72,175,0.271,1,23.7838929662147,Normal,0.20~0.30
641,Brant Alyea,Right Handed,75,215,0.247,38,26.9293467879865,Overweight,0.20~0.30
642,Jerry Narron,Left Handed,75,205,0.211,21,25.6768190304057,Overweight,0.20~0.30
643,Lou Johnson,Right Handed,71,170,0.258,48,23.7597633046342,Normal,0.20~0.30
644,Ken Retzer,Left Handed,72,185,0.264,14,25.1429725642841,Overweight,0.20~0.30
645,Mike Brown,Right Handed,74,195,0.265,23,25.088867496282,Overweight,0.20~0.30
646,Mike Brown,Right Handed,74,195,0,0,25.088867496282,Overweight,0.20~0.30
647,Greg Walker,Left Handed,75,205,0.26,113,25.6768190304057,Overweight,0.20~0.30
648,Terry Harper,Right Handed,76,195,0.253,36,23.7857753479294,Normal,0.20~0.30
649,Jerry Royster,Right Handed,72,165,0.249,40,22.4248133681452,Normal,0.20~0.30
650,Steve Davis,Left Handed,73,195,0,0,25.7809417169526,Overweight,0.20~0.30
651,Jeff Rineer,Left Handed,76,205,0,0,25.0055586991053,Overweight,0.20~0.30
652,Barry Bonnell,Right Handed,75,190,0.272,56,23.7980273940346,Normal,0.20~0.30
653,Tom Seaver,Right Handed,73,195,0.154,12,25.7809417169526,Overweight,0.20~0.30
654,Jerry Martin,Right Handed,73,195,0.251,85,25.7809417169526,Overweight,0.20~0.30
655,Bill Stein,Right Handed,70,170,0.267,44,24.4434626160532,Normal,0.20~0.30
656,Joel Youngblood,Right Handed,72,180,0.265,80,24.4634327652494,Normal,0.20~0.30
657,Reggie Jackson,Left Handed,72,195,0.262,563,26.5020521623535,Overweight,0.20~0.30
658,Sonny Jackson,Left Handed,69,150,0.251,7,22.1974437189408,Normal,0.20~0.30
659,Mark Mercer,Left Handed,77,220,0,0,26.1427407658323,Overweight,0.20~0.30
660,Rodney Scott,Both Handed,72,160,0.236,3,21.7452735691105,Normal,0.20~0.30
661,Rich Coggins,Left Handed,68,170,0.265,12,25.9024582220287,Overweight,0.20~0.30
662,Phil Gagliano,Right Handed,73,180,0.238,14,23.7977923541101,Normal,0.20~0.30
663,Jerry McNertney,Right Handed,72,180,0.237,27,24.4634327652494,Normal,0.20~0.30
664,Mitchell Page,Left Handed,74,205,0.266,72,26.375476085835,Overweight,0.20~0.30
665,Kiko Garcia,Right Handed,71,180,0.239,12,25.1573964402009,Overweight,0.20~0.30
666,Larry Milbourne,Both Handed,72,161,0.254,11,21.8811815289175,Normal,0.20~0.30
667,Bill Sudakis,Both Handed,73,190,0.234,59,25.1198919293384,Overweight,0.20~0.30
668,John Caneira,Right Handed,75,180,0,0,22.5454996364538,Normal,0.20~0.30
669,Domingo Ramos,Right Handed,70,154,0.24,8,22.14290142866,Normal,0.20~0.30
670,Ron Oester,Both Handed,74,185,0.265,42,23.8022589067291,Normal,0.20~0.30
671,Glenn Adams,Left Handed,73,180,0.28,34,23.7977923541101,Normal,0.20~0.30
672,Clint Zavaras,Right Handed,73,175,0,0,23.1367425664959,Normal,0.20~0.30
673,Joe Morgan,Left Handed,67,160,0.271,268,25.1119398935774,Overweight,0.20~0.30
674,R.J. Reynolds,Both Handed,72,190,0.267,35,25.8225123633188,Overweight,0.20~0.30
675,Mike Parrott,Right Handed,76,210,0,0,25.6154503746932,Overweight,0.20~0.30
676,Lee Thomas,Left Handed,74,195,0.255,106,25.088867496282,Overweight,0.20~0.30
677,Ray Fosse,Right Handed,74,215,0.256,61,27.6620846753879,Overweight,0.20~0.30
678,Paul Popovich,Both Handed,72,175,0.233,14,23.7838929662147,Normal,0.20~0.30
679,John Stephenson,Left Handed,71,180,0.216,12,25.1573964402009,Overweight,0.20~0.30
680,Doug Clemens,Left Handed,72,180,0.229,12,24.4634327652494,Normal,0.20~0.30
681,Luis Aponte,Right Handed,72,185,0,0,25.1429725642841,Overweight,0.20~0.30
682,Orlando Mercado,Right Handed,72,180,0.199,7,24.4634327652494,Normal,0.20~0.30
683,Charley Smith,Right Handed,73,170,0.239,69,22.4756927788818,Normal,0.20~0.30
684,Paul Boris,Right Handed,74,200,0,0,25.7321717910585,Overweight,0.20~0.30
685,Buddy Biancalana,Both Handed,71,160,0.205,6,22.3621301690675,Normal,0.20~0.30
686,De Wayne Buice,Right Handed,72,170,0,0,23.1043531671799,Normal,0.20~0.30
687,Bob Uecker,Right Handed,73,190,0.2,14,25.1198919293384,Overweight,0.20~0.30
688,Felix Torres,Right Handed,71,165,0.254,27,23.0609467368508,Normal,0.20~0.30
689,Steve Braun,Left Handed,70,180,0.271,52,25.881313358174,Overweight,0.20~0.30
690,Ray Knight,Right Handed,73,185,0.271,84,24.4588421417243,Normal,0.20~0.30
691,Ty Cline,Left Handed,72,170,0.238,6,23.1043531671799,Normal,0.20~0.30
692,Thad Bosley,Left Handed,75,175,0.272,20,21.9192357576634,Normal,0.20~0.30
693,Bobby Grich,Right Handed,74,180,0.266,224,23.1589546119526,Normal,0.20~0.30
694,Jimmie Hall,Left Handed,72,175,0.254,121,23.7838929662147,Normal,0.20~0.30
695,John Boccabella,Right Handed,73,195,0.219,26,25.7809417169526,Overweight,0.20~0.30
696,Brock Davis,Left Handed,70,160,0.26,1,23.0056118739325,Normal,0.20~0.30
697,Mark Esser,Right Handed,73,190,0,0,25.1198919293384,Overweight,0.20~0.30
698,Curt Blefary,Left Handed,74,195,0.237,112,25.088867496282,Overweight,0.20~0.30
699,Daryl Smith,Right Handed,76,185,0,0,22.5659919967536,Normal,0.20~0.30
700,Dave Smith,Right Handed,73,190,0,0,25.1198919293384,Overweight,0.20~0.30
701,Mack Jones,Left Handed,73,180,0.252,133,23.7977923541101,Normal,0.20~0.30
702,Buddy Bradford,Right Handed,71,170,0.226,52,23.7597633046342,Normal,0.20~0.30
703,Hosken Powell,Left Handed,73,175,0.259,17,23.1367425664959,Normal,0.20~0.30
704,Dave Stapleton,Left Handed,73,185,0,0,24.4588421417243,Normal,0.20~0.30
705,Dave Stapleton,Right Handed,73,178,0.271,41,23.5333724390644,Normal,0.20~0.30
706,Gary Ward,Right Handed,74,195,0.276,130,25.088867496282,Overweight,0.20~0.30
707,Jim Lonborg,Right Handed,77,200,0.136,3,23.7661279689385,Normal,0.20~0.30
708,Joe Lis,Right Handed,72,175,0.233,32,23.7838929662147,Normal,0.20~0.30
709,Dan Meyer,Left Handed,71,180,0.253,86,25.1573964402009,Overweight,0.20~0.30
710,Jim Holt,Left Handed,72,180,0.265,19,24.4634327652494,Normal,0.20~0.30
711,Tom Klawitter,Right Handed,74,190,0,0,24.4455632015056,Normal,0.20~0.30
712,Larry Herndon,Right Handed,75,190,0.274,107,23.7980273940346,Normal,0.20~0.30
713,Gary Christenson,Left Handed,77,200,0,0,23.7661279689385,Normal,0.20~0.30
714,Jim Wright,Right Handed,77,205,0,0,24.360281168162,Normal,0.20~0.30
715,Jim Wright,Right Handed,73,165,0,0,21.8146429912676,Normal,0.20~0.30
716,Wallace Johnson,Both Handed,72,173,0.255,5,23.5120770466008,Normal,0.20~0.30
717,Mike Kinnunen,Left Handed,73,185,0,0,24.4588421417243,Normal,0.20~0.30
718,Eddie Leon,Right Handed,72,170,0.236,24,23.1043531671799,Normal,0.20~0.30
719,Dave Rajsich,Left Handed,77,175,0,0,20.7953619728212,Normal,0.20~0.30
720,Jim Wohlford,Right Handed,71,175,0.26,21,24.4585798724175,Normal,0.20~0.30
721,J.R. Richard,Right Handed,80,222,0.168,10,24.4389693324841,Normal,0.20~0.30
722,Bill Voss,Left Handed,74,160,0.227,19,20.5857374328468,Normal,0.20~0.30
723,Keith Moreland,Right Handed,72,190,0.279,121,25.8225123633188,Overweight,0.20~0.30
724,Ramon Pena,Right Handed,70,155,0,0,22.2866865028721,Normal,0.20~0.30
725,Alex Johnson,Right Handed,72,205,0.288,78,27.8611317604229,Overweight,0.20~0.30
726,Wayne Krenchicki,Left Handed,73,180,0.266,15,23.7977923541101,Normal,0.20~0.30
727,Chico Escarrega,Right Handed,71,185,0,0,25.8562130079842,Overweight,0.20~0.30
728,Dave Rosello,Right Handed,71,160,0.236,10,22.3621301690675,Normal,0.20~0.30
729,Cardell Camper,Right Handed,75,208,0,0,26.05257735768,Overweight,0.20~0.30
730,Paul Schaal,Right Handed,71,165,0.244,57,23.0609467368508,Normal,0.20~0.30
731,Tito Landrum,Right Handed,71,175,0.249,13,24.4585798724175,Normal,0.20~0.30
732,Dave Edwards,Right Handed,72,170,0.237,14,23.1043531671799,Normal,0.20~0.30
733,Mario Guerrero,Right Handed,70,155,0.257,7,22.2866865028721,Normal,0.20~0.30
734,Tom Tresh,Both Handed,73,180,0.245,153,23.7977923541101,Normal,0.20~0.30
735,Mike Overy,Right Handed,74,190,0,0,24.4455632015056,Normal,0.20~0.30
736,Ron Roenicke,Both Handed,72,180,0.238,17,24.4634327652494,Normal,0.20~0.30
737,Doug Griffin,Right Handed,72,160,0.245,7,21.7452735691105,Normal,0.20~0.30
738,Steve Blass,Right Handed,72,165,0.172,1,22.4248133681452,Normal,0.20~0.30
739,Johnnie LeMaster,Right Handed,74,165,0.222,22,21.2290417276233,Normal,0.20~0.30
740,Craig Chamberlain,Right Handed,73,190,0,0,25.1198919293384,Overweight,0.20~0.30
741,Nate Oliver,Right Handed,70,160,0.226,2,23.0056118739325,Normal,0.20~0.30
742,Ray Sadecki,Left Handed,71,180,0.191,5,25.1573964402009,Overweight,0.20~0.30
743,Ken Rudolph,Right Handed,73,180,0.213,6,23.7977923541101,Normal,0.20~0.30
744,Wayne Nordhagen,Right Handed,74,205,0.282,39,26.375476085835,Overweight,0.20~0.30
745,Biff Pocoroba,Both Handed,70,175,0.257,21,25.1623879871136,Overweight,0.20~0.30
746,Len Matuszek,Left Handed,74,190,0.234,30,24.4455632015056,Normal,0.20~0.30
747,Frank Eufemia,Right Handed,71,185,0,0,25.8562130079842,Overweight,0.20~0.30
748,Joe Lefebvre,Left Handed,70,170,0.258,31,24.4434626160532,Normal,0.20~0.30
749,Jim Maloney,Left Handed,74,190,0.201,7,24.4455632015056,Normal,0.20~0.30
750,Andre Robertson,Right Handed,70,155,0.251,5,22.2866865028721,Normal,0.20~0.30
751,Jerry Zimmerman,Right Handed,74,185,0.204,3,23.8022589067291,Normal,0.20~0.30
752,Jack Lazorko,Right Handed,71,200,0,0,27.9526627113343,Overweight,0.20~0.30
753,Mike Paxton,Right Handed,71,190,0,0,26.5550295757676,Overweight,0.20~0.30
754,Chet Lemon,Right Handed,72,190,0.273,215,25.8225123633188,Overweight,0.20~0.30
755,Rickey Keeton,Right Handed,74,190,0,0,24.4455632015056,Normal,0.20~0.30
756,Phil Mankowski,Left Handed,72,180,0.264,8,24.4634327652494,Normal,0.20~0.30
757,Cleon Jones,Right Handed,72,185,0.281,93,25.1429725642841,Overweight,0.20~0.30
758,Joaquin Andujar,Both Handed,72,170,0.127,5,23.1043531671799,Normal,0.20~0.30
759,Mike Lum,Left Handed,72,180,0.247,90,24.4634327652494,Normal,0.20~0.30
760,Johnny Grubb,Left Handed,75,175,0.278,99,21.9192357576634,Normal,0.20~0.30
761,Curt Motton,Right Handed,68,164,0.213,25,24.9882538141924,Normal,0.20~0.30
762,Johnny Bench,Right Handed,73,197,0.267,389,26.0453616319983,Overweight,0.20~0.30
763,Dale Berra,Right Handed,72,180,0.236,49,24.4634327652494,Normal,0.20~0.30
764,Terry Felton,Right Handed,73,180,0,0,23.7977923541101,Normal,0.20~0.30
765,Bob Meacham,Both Handed,73,175,0.236,8,23.1367425664959,Normal,0.20~0.30
766,Mark Clear,Right Handed,76,200,0,0,24.3956670235174,Normal,0.20~0.30
767,Carl Warwick,Right Handed,70,170,0.248,31,24.4434626160532,Normal,0.20~0.30
768,Sam Bowens,Right Handed,73,188,0.223,45,24.8554720142928,Normal,0.20~0.30
769,George Wright,Both Handed,71,180,0.245,42,25.1573964402009,Overweight,0.20~0.30
770,Luis Aguayo,Right Handed,69,173,0.236,37,25.6010517558451,Overweight,0.20~0.30
771,Hal Lanier,Right Handed,74,180,0.228,8,23.1589546119526,Normal,0.20~0.30
772,Mike Pazik,Left Handed,74,195,0,0,25.088867496282,Overweight,0.20~0.30
773,Len Randle,Both Handed,70,169,0.257,27,24.2996775418412,Normal,0.20~0.30
774,Greg Pryor,Right Handed,72,180,0.25,14,24.4634327652494,Normal,0.20~0.30
775,Jim Traber,Left Handed,72,194,0.227,27,26.3661442025465,Overweight,0.20~0.30
776,Dave Nelson,Right Handed,70,160,0.244,20,23.0056118739325,Normal,0.20~0.30
777,Lynn Jones,Right Handed,69,175,0.252,7,25.8970176720976,Overweight,0.20~0.30
778,Bryan Little,Both Handed,70,160,0.245,3,23.0056118739325,Normal,0.20~0.30
779,Ken Suarez,Right Handed,69,175,0.227,5,25.8970176720976,Overweight,0.20~0.30
780,Rick Peters,Both Handed,69,170,0.277,2,25.1571028814663,Overweight,0.20~0.30
781,Ron Stone,Left Handed,74,185,0.241,6,23.8022589067291,Normal,0.20~0.30
782,Rich Barnes,Right Handed,76,186,0,0,22.6879703318711,Normal,0.20~0.30
783,Tommie Agee,Right Handed,71,195,0.255,130,27.253846143551,Overweight,0.20~0.30
784,Bob Bailey,Right Handed,73,180,0.257,189,23.7977923541101,Normal,0.20~0.30
785,Cap Peterson,Right Handed,74,195,0.23,19,25.088867496282,Overweight,0.20~0.30
786,Ted Uhlaender,Left Handed,74,190,0.263,36,24.4455632015056,Normal,0.20~0.30
787,Ted Simmons,Both Handed,71,193,0.285,248,26.9743195164376,Overweight,0.20~0.30
788,Bobby Murcer,Left Handed,71,160,0.277,252,22.3621301690675,Normal,0.20~0.30
789,Dick Tracewski,Right Handed,71,160,0.213,8,22.3621301690675,Normal,0.20~0.30
790,Dave Frost,Right Handed,78,235,0,0,27.2137595258395,Overweight,0.20~0.30
791,Mark Souza,Left Handed,72,180,0,0,24.4634327652494,Normal,0.20~0.30
792,Bill Nahorodny,Right Handed,74,200,0.241,25,25.7321717910585,Overweight,0.20~0.30
793,Bill Madlock,Right Handed,71,180,0.305,163,25.1573964402009,Overweight,Above 0.30
794,Bob Boone,Right Handed,74,195,0.254,105,25.088867496282,Overweight,0.20~0.30
795,Rick Jones,Left Handed,77,190,0,0,22.5778215704916,Normal,0.20~0.30
796,Steve Kemp,Left Handed,72,195,0.278,130,26.5020521623535,Overweight,0.20~0.30
797,Rick Burleson,Right Handed,70,165,0.273,50,23.7245372449929,Normal,0.20~0.30
798,Jim Dorsey,Right Handed,79,190,0,0,21.4491113750111,Normal,0.20~0.30
799,Mark Ciardi,Right Handed,72,180,0,0,24.4634327652494,Normal,0.20~0.30
800,Dennis Burtt,Right Handed,72,180,0,0,24.4634327652494,Normal,0.20~0.30
801,Carl Taylor,Right Handed,74,200,0.266,10,25.7321717910585,Overweight,0.20~0.30
802,Terry Harmon,Right Handed,74,180,0.233,4,23.1589546119526,Normal,0.20~0.30
803,Mike Hargrove,Left Handed,72,195,0.29,80,26.5020521623535,Overweight,0.20~0.30
804,Rich Yett,Right Handed,74,187,0,0,24.0595806246397,Normal,0.20~0.30
805,Steve Hovley,Left Handed,70,188,0.258,8,27.0315939518706,Overweight,0.20~0.30
806,Don Leppert,Right Handed,74,220,0.229,15,28.3053889701643,Overweight,0.20~0.30
807,Matt Williams,Right Handed,73,200,0,0,26.4419915045668,Overweight,0.20~0.30
808,Jim Burton,Right Handed,75,195,0,0,24.424291272825,Normal,0.20~0.30
809,Rick Anderson,Right Handed,74,210,0,0,27.0187803806114,Overweight,0.20~0.30
810,Charlie Mitchell,Right Handed,75,170,0,0,21.292971878873,Normal,0.20~0.30
811,Bill Paschall,Right Handed,72,175,0,0,23.7838929662147,Normal,0.20~0.30
812,John Bohnet,Both Handed,72,175,0,0,23.7838929662147,Normal,0.20~0.30
813,Byron McLaughlin,Right Handed,73,175,0,0,23.1367425664959,Normal,0.20~0.30
814,Lee May,Right Handed,75,195,0.267,354,24.424291272825,Normal,0.20~0.30
815,Luis Quintana,Left Handed,74,175,0,0,22.5156503171762,Normal,0.20~0.30
816,Sam McDowell,Left Handed,77,190,0.154,2,22.5778215704916,Normal,0.20~0.30
817,Rick Renick,Right Handed,72,188,0.221,20,25.5506964437049,Overweight,0.20~0.30
818,Jeff Torborg,Right Handed,72,195,0.214,8,26.5020521623535,Overweight,0.20~0.30
819,Dave Campbell,Right Handed,73,180,0.213,20,23.7977923541101,Normal,0.20~0.30
820,Pat Kelly,Left Handed,73,185,0.264,76,24.4588421417243,Normal,0.20~0.30
821,Al Weis,Both Handed,72,160,0.219,7,21.7452735691105,Normal,0.20~0.30
822,Jerry Turner,Left Handed,69,180,0.257,45,26.636932462729,Overweight,0.20~0.30
823,Rick Auerbach,Right Handed,72,165,0.22,9,22.4248133681452,Normal,0.20~0.30
824,Keith Macwhorter,Right Handed,76,190,0,0,23.1758836723415,Normal,0.20~0.30
825,Don Wilson,Right Handed,74,195,0.146,1,25.088867496282,Overweight,0.20~0.30
826,Jaime Cocanower,Right Handed,76,200,0,0,24.3956670235174,Normal,0.20~0.30
827,Jeff Sellers,Right Handed,73,175,0,0,23.1367425664959,Normal,0.20~0.30
828,Sandy Valdespino,Left Handed,68,170,0.23,7,25.9024582220287,Overweight,0.20~0.30
829,Steve Senteney,Right Handed,74,205,0,0,26.375476085835,Overweight,0.20~0.30
830,Howard Bailey,Right Handed,72,195,0,0,26.5020521623535,Overweight,0.20~0.30
831,Jeff Bettendorf,Right Handed,75,180,0,0,22.5454996364538,Normal,0.20~0.30
832,Ken Phelps,Left Handed,73,209,0.239,123,27.6318811222723,Overweight,0.20~0.30
833,Cesar Cedeno,Right Handed,74,175,0.285,199,22.5156503171762,Normal,0.20~0.30
834,Bob Davidson,Right Handed,72,185,0,0,25.1429725642841,Overweight,0.20~0.30
835,Phil Linz,Right Handed,73,180,0.235,11,23.7977923541101,Normal,0.20~0.30
836,Manny Mota,Right Handed,70,160,0.304,31,23.0056118739325,Normal,Above 0.30
837,Brian Snyder,Left Handed,75,185,0,0,23.1717635152442,Normal,0.20~0.30
838,Steve Renko,Right Handed,77,230,0.215,6,27.3310471642793,Overweight,0.20~0.30
839,Rick Sofield,Left Handed,73,195,0.243,9,25.7809417169526,Overweight,0.20~0.30
840,Carlos Velazquez,Right Handed,71,180,0,0,25.1573964402009,Overweight,0.20~0.30
841,Roger Miller,Right Handed,75,200,0,0,25.0505551516153,Overweight,0.20~0.30
842,Doug DeCinces,Right Handed,74,190,0.259,237,24.4455632015056,Normal,0.20~0.30
843,John Castino,Right Handed,71,175,0.278,41,24.4585798724175,Normal,0.20~0.30
844,Dave May,Left Handed,70,186,0.251,96,26.7440238034465,Overweight,0.20~0.30
845,Ron Washington,Right Handed,71,155,0.261,20,21.6633136012841,Normal,0.20~0.30
846,Billy Grabarkewitz,Right Handed,70,165,0.236,28,23.7245372449929,Normal,0.20~0.30
847,Willie Aikens,Left Handed,75,220,0.271,110,27.5556106667769,Overweight,0.20~0.30
848,Earl Williams,Right Handed,75,215,0.247,138,26.9293467879865,Overweight,0.20~0.30
849,Willie Mueller,Right Handed,76,220,0,0,26.8352337258691,Overweight,0.20~0.30
850,John Flinn,Right Handed,72,175,0,0,23.7838929662147,Normal,0.20~0.30
851,Don Hahn,Right Handed,73,180,0.236,7,23.7977923541101,Normal,0.20~0.30
852,Todd Cruz,Right Handed,72,175,0.22,34,23.7838929662147,Normal,0.20~0.30
853,Tom Egan,Right Handed,76,218,0.2,22,26.5912770556339,Overweight,0.20~0.30
854,Bob Heise,Right Handed,72,175,0.247,1,23.7838929662147,Normal,0.20~0.30
855,Tommy Harper,Right Handed,69,165,0.257,146,24.4171880908349,Normal,0.20~0.30
856,Joe Wallis,Both Handed,71,180,0.244,16,25.1573964402009,Overweight,0.20~0.30
857,Max Alvis,Right Handed,71,185,0.247,111,25.8562130079842,Overweight,0.20~0.30
858,Rico Carty,Right Handed,75,200,0.299,204,25.0505551516153,Overweight,0.20~0.30
859,Mike Cubbage,Left Handed,72,180,0.258,34,24.4634327652494,Normal,0.20~0.30
860,Les Straker,Right Handed,73,193,0,0,25.5165218019069,Overweight,0.20~0.30
861,Merritt Ranew,Left Handed,71,170,0.247,8,23.7597633046342,Normal,0.20~0.30
862,Lyman Bostock,Left Handed,73,180,0.311,23,23.7977923541101,Normal,Above 0.30
863,Damaso Garcia,Right Handed,73,165,0.283,36,21.8146429912676,Normal,0.20~0.30
864,Don Kainer,Right Handed,75,205,0,0,25.6768190304057,Overweight,0.20~0.30
865,Don Gordon,Right Handed,73,175,0,0,23.1367425664959,Normal,0.20~0.30
866,Roy Howell,Left Handed,73,190,0.261,80,25.1198919293384,Overweight,0.20~0.30
867,Boog Powell,Left Handed,76,230,0.266,339,28.055017077045,Overweight,0.20~0.30
868,Sandy Wihtol,Right Handed,73,195,0,0,25.7809417169526,Overweight,0.20~0.30
869,Sonny Siebert,Right Handed,75,190,0.173,12,23.7980273940346,Normal,0.20~0.30
870,Jeff Richardson,Right Handed,75,185,0,0,23.1717635152442,Normal,0.20~0.30
871,Bobby Darwin,Right Handed,74,190,0.251,83,24.4455632015056,Normal,0.20~0.30
872,Dennis DeBarr,Left Handed,74,190,0,0,24.4455632015056,Normal,0.20~0.30
873,Dan Driessen,Left Handed,71,187,0.267,153,26.1357396350976,Overweight,0.20~0.30
874,Bruce Miller,Right Handed,73,185,0.246,1,24.4588421417243,Normal,0.20~0.30
875,Bob Bailor,Right Handed,71,170,0.264,9,23.7597633046342,Normal,0.20~0.30
876,Tommy Helms,Right Handed,70,165,0.269,34,23.7245372449929,Normal,0.20~0.30
877,Tony Armas,Right Handed,71,182,0.252,251,25.4369230673142,Overweight,0.20~0.30
878,Willie Horton,Right Handed,71,209,0.273,325,29.2105325333444,Overweight,0.20~0.30
879,Lou Piniella,Right Handed,72,182,0.291,102,24.7352486848632,Normal,0.20~0.30
880,Butch Hobson,Right Handed,73,193,0.248,98,25.5165218019069,Overweight,0.20~0.30
881,John Wathan,Right Handed,74,205,0.262,21,26.375476085835,Overweight,0.20~0.30
882,Hal King,Left Handed,73,200,0.214,24,26.4419915045668,Overweight,0.20~0.30
883,Mike Krukow,Right Handed,77,205,0.193,5,24.360281168162,Normal,0.20~0.30
884,Andres Mora,Right Handed,72,180,0.223,27,24.4634327652494,Normal,0.20~0.30
885,Barry Foote,Right Handed,75,205,0.23,57,25.6768190304057,Overweight,0.20~0.30
886,Ed Ott,Left Handed,70,190,0.259,33,27.3191641002948,Overweight,0.20~0.30
887,Alan Wiggins,Both Handed,74,160,0.259,5,20.5857374328468,Normal,0.20~0.30
888,Ron Clark,Right Handed,70,175,0.189,5,25.1623879871136,Overweight,0.20~0.30
889,Jay Pettibone,Right Handed,76,182,0,0,22.2000569914008,Normal,0.20~0.30
890,Glen Cook,Right Handed,71,180,0,0,25.1573964402009,Overweight,0.20~0.30
891,Julio Gotay,Right Handed,72,180,0.26,6,24.4634327652494,Normal,0.20~0.30
892,Gary Alexander,Right Handed,74,195,0.23,55,25.088867496282,Overweight,0.20~0.30
893,Andre Thornton,Right Handed,75,200,0.254,253,25.0505551516153,Overweight,0.20~0.30
894,Bob Oliver,Right Handed,75,205,0.256,94,25.6768190304057,Overweight,0.20~0.30
895,Bill Castro,Right Handed,71,170,0,0,23.7597633046342,Normal,0.20~0.30
896,Ed Hodge,Left Handed,74,192,0,0,24.7028849194162,Normal,0.20~0.30
897,Tom Buskey,Right Handed,75,200,0,0,25.0505551516153,Overweight,0.20~0.30
898,Bruce Taylor,Right Handed,72,178,0,0,24.1916168456355,Normal,0.20~0.30
899,Stan Thomas,Right Handed,74,185,0,0,23.8022589067291,Normal,0.20~0.30
900,Bob Robertson,Right Handed,73,195,0.242,115,25.7809417169526,Overweight,0.20~0.30
901,Larry Monroe,Right Handed,76,200,0,0,24.3956670235174,Normal,0.20~0.30
902,Roger Slagle,Right Handed,75,190,0,0,23.7980273940346,Normal,0.20~0.30
903,Ollie Brown,Right Handed,74,178,0.265,102,22.9016328940421,Normal,0.20~0.30
904,Jim Campbell,Left Handed,71,175,0,0,24.4585798724175,Normal,0.20~0.30
905,Frank Quilici,Right Handed,73,170,0.214,5,22.4756927788818,Normal,0.20~0.30
906,Curt Kaufman,Right Handed,74,175,0,0,22.5156503171762,Normal,0.20~0.30
907,Joe Pepitone,Left Handed,74,185,0.258,219,23.8022589067291,Normal,0.20~0.30
908,Steve Barber,Left Handed,72,195,0.115,5,26.5020521623535,Overweight,0.20~0.30
909,De Wayne Vaughn,Right Handed,71,180,0,0,25.1573964402009,Overweight,0.20~0.30
910,Norm Miller,Left Handed,70,185,0.238,24,26.6002387292344,Overweight,0.20~0.30
